,Unnamed: 0,Barometer,Temp,NO,PM-10,RH,Radiation,WindDir,SO2,NOx,NO2,Compass,PM-2-5,CO,PM-1,O3,Wind Spd,TSP,time,Hướng gió,Nhiệt độ,Áp suất khí quyển,Wind Spd (sai)
156,156,998.1,29.95,75.36,45.08,83.62,9.98,116.64,1.04,129.072,86.7,265.0,16.32,541.97,7.95,43.98,1.79,90.92,20/4/2019 19:00:00,,,,
157,157,1000.49,29.17,2.92,31.04,86.43,,113.28,,25.284,35.14,265.0,11.53,484.72,5.66,65.65,1.35,61.83,20/4/2019 20:00:00,,,,
158,158,1001.63,29.02,2.33,30.61,86.13,,110.6,,24.744,35.21,265.0,11.79,480.9,5.88,59.65,1.16,61.09,20/4/2019 21:00:00,,,,
159,159,1002.6,29.16,2.09,34.26,84.35,,109.8,,30.06,43.91,265.0,12.97,503.8,6.45,51.95,1.12,65.64,20/4/2019 22:00:00,,,,
160,160,1001.98,29.11,3.62,33.99,83.89,,106.61,,52.812,77.22,265.0,13.51,534.33,6.9,54.36,1.05,59.75,20/4/2019 23:00:00,,,,
161,161,1000.65,28.64,2.33,28.9,85.58,,115.27,0.01,40.056,59.2,264.64,12.02,473.27,6.0,46.21,0.91,50.03,21/4/2019 00:00:00,,,,
162,162,1003.06,28.55,2.33,28.95,86.52,,108.83,,38.628,56.98,265.0,11.15,354.95,5.56,36.97,0.85,47.35,21/4/2019 01:00:00,,,,
163,163,1002.66,28.48,2.64,28.51,87.27,,107.73,,41.532,61.03,265.0,11.46,312.97,5.73,28.87,0.91,46.36,21/4/2019 02:00:00,,,,
164,164,1002.25,28.5,3.04,27.62,87.74,,108.53,,32.532,46.32,265.0,11.11,267.17,5.5,33.03,1.07,48.92,21/4/2019 03:00:00,,,,
165,165,1002.16,28.46,3.28,25.25,88.26,,111.84,,26.472,36.45,265.0,11.15,263.35,5.64,36.15,1.12,40.36,21/4/2019 04:00:00,,,,
166,166,1001.01,28.31,3.6,27.57,87.81,,118.31,,35.892,50.73,265.0,12.14,274.8,6.32,32.65,1.18,42.21,21/4/2019 05:00:00,,,,
167,167,1001.52,28.18,3.93,30.06,88.01,7.79,122.93,,41.136,58.45,265.0,12.56,393.12,6.41,30.03,1.29,49.73,21/4/2019 06:00:00,,,,
168,168,1000.99,28.32,5.19,35.32,87.41,34.68,116.58,,44.1,61.18,264.64,12.92,473.27,6.47,29.67,1.29,67.08,21/4/2019 07:00:00,,,,
169,169,1004.61,28.96,6.87,38.74,85.79,116.74,113.23,,45.24,60.37,265.0,13.56,488.53,6.94,29.77,1.24,72.26,21/4/2019 08:00:00,,,,
170,170,1003.83,29.65,12.94,48.27,83.39,213.48,113.04,0.08,50.412,59.16,265.0,23.64,1145.0,14.5,33.61,1.64,83.53,21/4/2019 09:00:00,,,,
171,171,1004.47,30.03,7.37,57.89,82.27,244.9,113.4,0.3,34.776,43.2,265.0,31.9,1022.87,20.14,33.99,1.71,94.71,21/4/2019 10:00:00,,,,
172,172,1005.87,30.35,8.34,59.12,81.57,299.17,117.95,0.31,35.544,42.84,265.0,33.61,751.88,20.48,30.9,1.78,95.27,21/4/2019 11:00:00,,,,
173,173,1005.53,30.62,13.05,53.59,81.09,348.56,118.94,,50.76,59.53,265.0,28.75,557.23,16.55,29.22,1.84,84.56,21/4/2019 12:00:00,,,,
174,174,1003.68,30.77,13.58,49.43,80.53,382.11,121.39,,57.204,68.79,265.0,22.12,431.28,12.27,30.84,1.93,77.68,21/4/2019 13:00:00,,,,
175,175,1002.83,31.07,17.77,43.42,79.55,461.39,122.8,,56.664,61.54,265.0,20.64,435.1,11.54,40.83,2.08,68.74,21/4/2019 14:00:00,,,,
176,176,1003.44,31.26,15.44,40.23,78.97,434.42,123.02,,51.12,56.35,265.0,18.65,393.12,10.26,33.65,2.27,67.54,21/4/2019 15:00:00,,,,
177,177,1002.73,31.17,13.83,38.49,79.71,326.15,120.82,0.3,48.336,54.54,265.0,16.24,404.57,8.68,25.24,2.16,62.92,21/4/2019 16:00:00,,,,
178,178,1002.3,30.63,7.71,40.53,82.39,186.16,123.88,0.1,34.368,42.04,265.0,16.12,427.47,8.6,34.63,2.37,65.82,21/4/2019 17:00:00,,,,
179,179,1002.73,29.83,5.99,43.18,85.33,56.15,123.91,0.01,49.524,68.45,265.0,16.05,423.65,8.38,28.38,1.98,78.68,21/4/2019 18:00:00,,,,
180,180,1003.95,29.26,4.21,43.91,87.68,3.48,128.25,,57.072,82.99,265.0,14.19,473.27,6.99,22.72,1.65,87.74,21/4/2019 19:00:00,,,,
181,181,1004.41,28.95,3.98,34.27,88.98,,147.46,,35.952,50.26,264.63,13.22,583.95,6.67,30.71,1.87,56.86,21/4/2019 20:00:00,,,,
182,182,1004.94,27.98,2.2,25.09,93.62,,139.34,,16.416,22.37,265.0,11.97,530.52,6.24,37.04,1.75,37.6,21/4/2019 21:00:00,,,,
183,183,1004.03,27.57,2.28,22.22,88.7,1.01,156.55,,20.784,29.09,265.0,9.97,622.12,5.15,44.9,1.65,40.31,21/4/2019 22:00:00,,,,
184,184,1005.9,27.39,8.19,26.5,90.05,0.1,130.24,,41.328,52.2,265.0,11.09,667.92,5.49,13.0,1.21,50.53,21/4/2019 23:00:00,,,,
185,185,1005.8,27.39,2.54,26.88,90.61,,111.49,,28.716,41.11,265.0,10.48,591.58,5.15,22.67,1.02,49.25,22/4/2019 00:00:00,,,,
186,186,1005.66,27.37,15.97,29.36,95.81,,107.23,,52.668,58.07,265.0,11.55,374.03,5.56,14.03,0.9,49.76,22/4/2019 01:00:00,,,,
187,187,1005.1,27.32,14.77,26.67,95.26,,101.76,,44.916,47.75,265.0,10.43,309.15,5.16,21.08,1.0,45.63,22/4/2019 02:00:00,,,,
188,188,1002.92,27.32,2.88,24.32,86.21,,114.01,,37.5,54.37,265.0,8.5,362.58,4.27,29.05,1.15,42.45,22/4/2019 03:00:00,,,,
189,189,1003.99,27.45,2.5,24.83,78.22,,110.43,,36.672,53.66,265.0,7.88,404.57,3.84,38.94,1.06,48.81,22/4/2019 04:00:00,,,,
190,190,1004.07,27.44,3.09,31.42,78.32,,140.52,,52.608,77.72,265.0,9.67,461.82,4.73,31.15,0.75,60.91,22/4/2019 05:00:00,,,,
191,191,1003.63,27.08,5.25,31.48,82.61,5.03,148.17,,50.748,71.48,265.0,10.5,561.05,5.06,29.8,1.12,59.08,22/4/2019 06:00:00,,,,
192,192,1003.19,27.0,2.5,22.87,84.68,26.15,110.19,,23.676,33.29,265.0,7.99,587.77,3.89,45.21,1.17,43.58,22/4/2019 07:00:00,,,,
193,193,1005.49,27.65,5.4,30.57,82.79,161.91,109.93,,34.26,45.42,265.0,8.84,736.62,4.15,43.1,1.26,62.82,22/4/2019 08:00:00,,,,
194,194,1006.89,29.38,6.13,25.48,70.95,405.45,103.52,,30.204,37.95,265.0,7.66,656.47,3.77,57.63,1.26,53.47,22/4/2019 09:00:00,,,,
195,195,1005.36,30.64,6.76,22.84,62.45,558.64,111.24,,34.152,43.16,264.63,7.09,580.13,3.59,70.73,1.6,45.99,22/4/2019 10:00:00,,,,
196,196,1005.65,31.23,9.23,28.9,62.19,711.63,131.63,,48.288,61.53,265.0,8.65,645.02,4.35,79.93,2.48,59.71,22/4/2019 11:00:00,,,,
197,197,1005.66,31.43,6.09,30.03,65.37,825.34,133.04,,35.1,45.69,265.0,9.46,606.85,4.61,104.9,2.78,60.57,22/4/2019 12:00:00,,,,
198,198,1006.68,31.39,5.09,29.91,66.72,855.55,137.0,,27.888,35.89,265.0,10.47,509.53,4.88,114.41,2.88,54.59,22/4/2019 13:00:00,,,,
199,199,1004.73,32.53,2.17,29.44,60.91,547.82,135.16,2.2,39.204,58.1,265.0,11.09,526.7,5.27,143.3,3.17,60.93,22/4/2019 15:00:00,,,,
200,200,1004.41,32.56,2.72,25.77,60.23,449.7,136.07,4.29,28.512,40.52,265.0,8.59,530.52,4.08,137.58,3.12,57.56,22/4/2019 16:00:00,,,,
201,201,1004.01,31.75,2.85,24.61,66.65,254.11,130.99,6.58,20.964,28.47,265.0,7.58,522.88,3.57,112.18,2.77,52.74,22/4/2019 17:00:00,,,,
202,202,1004.19,30.52,2.23,24.05,75.17,79.0,131.27,7.32,18.504,25.59,265.0,7.85,507.62,3.75,86.96,2.6,51.74,22/4/2019 18:00:00,,,,
203,203,1004.44,29.39,4.49,26.96,82.73,12.26,134.56,17.27,42.648,59.97,265.0,9.27,496.17,4.59,52.26,2.53,51.33,22/4/2019 19:00:00,,,,
204,204,1005.15,28.71,5.1,24.26,87.19,,139.71,25.01,49.212,69.33,265.0,9.59,431.28,4.84,40.5,2.92,42.81,22/4/2019 20:00:00,,,,
205,205,1005.36,28.64,6.75,24.19,87.59,,133.08,27.79,48.384,65.48,265.0,9.5,374.03,4.8,32.19,2.32,43.61,22/4/2019 21:00:00,,,,
206,206,1006.3,28.6,8.04,22.14,88.13,,132.8,23.61,39.6,49.73,265.0,8.83,366.4,4.42,31.38,2.03,38.25,22/4/2019 22:00:00,,,,
207,207,1007.81,28.51,1.94,19.08,88.41,,131.94,8.86,11.124,14.46,265.0,7.75,354.95,3.97,40.8,1.93,34.27,22/4/2019 23:00:00,,,,
208,208,1007.97,28.41,2.08,19.86,88.87,,129.84,10.9,12.36,16.16,265.0,7.55,354.95,3.77,39.72,1.5,35.0,23/4/2019 00:00:00,,,,
209,209,1007.74,28.35,1.92,20.53,89.14,,126.83,9.57,12.156,16.11,265.0,7.25,347.32,3.53,42.35,1.28,35.21,23/4/2019 01:00:00,,,,
210,210,1005.47,28.23,1.88,20.06,89.31,,127.53,8.89,10.056,12.87,264.51,7.33,351.13,3.6,46.85,1.37,35.71,23/4/2019 02:00:00,,,,
211,211,1004.94,28.17,2.01,21.0,90.05,,127.2,10.63,12.336,16.26,264.51,8.08,324.42,4.01,44.8,1.58,35.69,23/4/2019 03:00:00,,,,
212,212,1006.65,28.04,5.52,23.4,91.36,,118.13,20.27,39.816,53.93,265.0,9.19,290.07,4.54,25.19,1.44,37.48,23/4/2019 04:00:00,,,,
213,213,1006.83,27.93,19.02,26.02,91.07,,114.31,30.15,70.428,81.2,265.0,9.89,297.7,4.9,11.43,1.34,44.38,23/4/2019 05:00:00,,,,
214,214,1007.63,27.82,32.95,27.94,91.78,0.44,118.65,36.07,78.9,73.12,265.0,10.99,404.57,5.55,11.39,1.22,48.51,23/4/2019 06:00:00,,,,
215,215,1007.55,27.65,24.13,26.73,94.05,19.91,128.74,25.8,56.136,50.96,265.0,11.35,603.03,6.01,18.89,1.34,48.11,23/4/2019 07:00:00,,,,
216,216,1007.2,28.09,5.21,26.95,91.84,86.75,131.83,12.27,21.456,25.62,264.7,9.47,618.3,4.72,30.17,1.62,50.24,23/4/2019 08:00:00,,,,
217,217,1008.85,28.65,4.65,24.64,88.33,106.72,140.66,8.0,17.328,20.03,264.69,8.53,454.18,4.16,35.16,1.96,45.1,23/4/2019 09:00:00,,,,
218,218,1010.56,28.78,4.88,26.33,88.04,93.63,145.04,6.53,19.488,23.07,265.0,8.95,450.37,4.35,35.88,1.55,49.24,23/4/2019 10:00:00,,,,
219,219,1009.48,29.05,5.16,26.44,85.97,112.75,145.99,5.97,20.856,24.78,264.68,9.22,561.05,4.49,39.5,1.62,50.67,23/4/2019 11:00:00,,,,
220,220,1007.68,29.23,4.13,24.56,84.45,152.66,142.4,4.74,17.088,20.46,264.68,9.32,515.25,4.61,43.38,2.24,44.34,23/4/2019 12:00:00,,,,
221,221,1009.24,29.67,3.49,23.23,82.83,217.61,142.92,3.41,12.768,14.67,265.0,8.59,377.85,4.24,49.19,2.29,39.67,23/4/2019 13:00:00,,,,
222,222,1005.78,30.08,3.67,21.67,80.49,264.66,138.49,3.03,11.796,12.88,265.0,8.27,358.77,4.0,54.15,2.38,36.97,23/4/2019 14:00:00,,,,
223,223,1006.41,30.17,3.78,22.74,80.29,223.52,140.95,3.26,13.176,14.86,265.0,8.4,396.93,4.12,52.08,2.43,39.59,23/4/2019 15:00:00,,,,
224,224,1006.97,29.93,3.49,23.1,81.2,149.94,141.0,3.25,14.34,17.14,265.0,8.09,393.12,3.9,48.62,2.37,44.34,23/4/2019 16:00:00,,,,
225,225,1003.86,29.67,4.34,26.35,81.15,103.21,142.77,3.08,17.904,21.41,264.64,8.27,454.18,3.79,43.67,2.02,57.13,23/4/2019 17:00:00,,,,
226,226,1005.15,29.22,3.52,27.08,83.17,32.69,143.38,3.48,19.824,25.68,264.64,8.08,515.25,3.76,38.27,2.01,58.11,23/4/2019 18:00:00,,,,
227,227,1005.33,28.67,2.93,25.34,85.6,4.96,140.24,3.92,19.404,25.92,265.0,8.41,503.8,4.04,34.34,1.84,51.36,23/4/2019 19:00:00,,,,
228,228,1004.45,28.17,2.69,21.09,87.68,,138.87,3.73,15.636,20.39,265.0,7.34,465.63,3.57,33.87,1.81,37.99,23/4/2019 20:00:00,,,,
229,229,1006.61,27.96,2.54,18.79,89.62,,137.65,3.52,14.64,19.07,265.0,7.4,412.2,3.69,34.1,1.89,33.72,23/4/2019 21:00:00,,,,
230,230,1008.84,28.04,2.14,18.97,89.59,,137.26,3.37,13.944,18.58,265.0,7.61,385.48,3.82,36.48,1.87,32.79,23/4/2019 22:00:00,,,,
231,231,1009.35,28.06,2.79,19.04,89.34,,136.5,3.35,13.704,17.19,265.0,7.27,370.22,3.62,35.97,1.52,33.61,23/4/2019 23:00:00,,,,
232,232,1009.4,27.9,2.58,16.97,89.82,,135.43,2.78,13.104,16.56,265.0,6.49,332.05,3.13,33.0,1.22,30.32,24/4/2019 00:00:00,,,,
233,233,1008.88,27.58,2.1,17.21,91.32,,116.41,2.91,13.212,17.5,265.0,6.27,316.78,2.96,29.18,0.95,29.79,24/4/2019 01:00:00,,,,
234,234,1008.33,27.19,2.07,17.53,93.48,,85.04,6.44,15.78,21.56,265.0,6.09,351.13,2.88,24.83,0.55,30.86,24/4/2019 02:00:00,,,,
235,235,1006.63,27.08,1.99,18.72,93.73,,71.16,8.63,17.436,24.27,265.0,6.9,328.23,3.23,23.71,0.44,33.72,24/4/2019 03:00:00,,,,
236,236,1008.51,27.14,1.93,20.61,93.47,,176.13,9.84,21.912,31.37,265.0,7.44,347.32,3.53,22.0,0.72,36.88,24/4/2019 04:00:00,,,,
237,237,1008.63,27.3,1.95,22.23,91.51,,109.44,9.18,18.312,25.68,265.0,7.37,358.77,3.44,25.8,0.85,41.6,24/4/2019 05:00:00,,,,
238,238,1007.7,27.29,4.11,22.44,91.15,4.44,110.62,13.61,25.152,33.1,265.0,8.03,389.3,3.94,26.14,1.44,39.82,24/4/2019 06:00:00,,,,
239,239,1007.16,27.18,10.09,26.62,91.01,17.7,117.7,19.32,43.812,53.19,264.64,8.63,622.12,4.18,18.56,0.66,53.31,24/4/2019 07:00:00,,,,
240,240,1007.84,27.79,17.76,30.2,89.29,98.4,88.46,17.51,50.256,51.35,264.64,8.89,683.18,4.34,19.65,0.59,62.24,24/4/2019 08:00:00,,,,
241,241,1009.61,28.61,13.98,31.32,86.78,160.56,96.08,15.01,38.556,38.94,265.0,9.62,526.7,4.69,28.89,0.76,64.23,24/4/2019 09:00:00,,,,
242,242,1008.37,28.96,8.64,33.17,86.16,224.13,122.21,12.92,29.052,32.27,264.64,9.6,530.52,4.39,36.37,1.22,66.64,24/4/2019 10:00:00,,,,
243,243,1006.81,29.74,6.84,29.2,83.43,439.43,137.92,10.58,21.816,23.7,264.64,9.18,499.98,4.23,50.82,1.78,57.96,24/4/2019 11:00:00,,,,
244,244,1006.19,30.85,3.25,22.71,78.02,759.29,144.35,4.72,10.488,11.46,265.0,8.72,450.37,4.08,75.75,2.48,40.18,24/4/2019 12:00:00,,,,
245,245,1006.58,31.82,2.51,22.75,74.02,756.23,137.62,4.05,9.9,11.67,265.0,8.76,423.65,4.09,88.37,2.2,42.64,24/4/2019 13:00:00,,,,
246,246,1006.81,32.46,5.15,25.05,73.58,667.79,127.21,7.45,17.868,20.1,265.0,9.01,393.12,4.26,80.95,2.21,48.82,24/4/2019 14:00:00,,,,
247,247,1005.97,32.37,2.9,23.81,74.29,572.09,136.27,5.77,10.392,11.84,265.0,8.86,393.12,4.14,81.87,2.71,45.97,24/4/2019 15:00:00,,,,
248,248,1005.45,32.08,3.49,25.88,74.54,427.51,134.1,7.68,14.64,17.6,265.0,8.74,389.3,3.92,79.08,2.75,48.84,24/4/2019 16:00:00,,,,
249,249,1003.8,31.15,6.86,26.68,77.19,231.91,136.49,20.86,32.196,39.93,265.0,8.87,458.0,4.06,63.29,3.07,50.28,24/4/2019 17:00:00,,,,
250,250,1005.01,30.25,7.63,26.73,81.01,80.93,138.95,27.27,39.504,50.2,265.0,9.5,503.8,4.59,52.32,2.89,51.23,24/4/2019 18:00:00,,,,
251,251,1005.33,29.31,2.8,23.57,85.12,13.18,139.96,10.99,18.528,24.75,265.0,8.46,454.18,4.19,55.46,2.73,44.06,24/4/2019 19:00:00,,,,
252,252,1005.89,28.83,2.06,20.0,88.14,,143.1,6.02,13.692,18.3,265.0,7.9,419.83,3.91,55.71,2.7,36.24,24/4/2019 20:00:00,,,,
253,253,1006.59,28.68,2.13,18.25,88.8,,138.59,5.28,11.22,14.32,265.0,7.51,419.83,3.75,54.89,2.22,31.98,24/4/2019 21:00:00,,,,
254,254,1007.27,28.58,6.31,23.44,89.13,,126.76,10.19,35.844,46.5,265.0,8.72,458.0,4.46,37.63,1.36,45.78,24/4/2019 22:00:00,,,,
255,255,1007.82,28.62,6.84,23.68,88.79,,135.8,10.46,37.62,48.47,265.0,9.7,446.55,5.04,35.52,1.45,39.79,24/4/2019 23:00:00,,,,
256,256,1007.93,28.38,2.12,24.28,88.75,,135.73,4.58,14.22,19.01,265.0,9.06,381.67,4.4,45.71,1.37,44.42,25/4/2019 00:00:00,,,,
257,257,1007.26,28.02,1.95,21.06,89.34,,123.5,3.38,14.1,19.05,265.0,7.91,339.68,3.83,42.28,1.29,38.1,25/4/2019 01:00:00,,,,
258,258,1006.37,27.59,2.04,19.38,91.12,,114.34,7.21,15.48,21.1,265.0,7.35,354.95,3.73,35.06,1.05,34.67,25/4/2019 02:00:00,,,,
259,259,1004.5,27.24,2.62,21.89,91.51,,101.93,5.69,20.604,28.27,265.0,7.76,278.62,3.86,27.91,0.78,40.25,25/4/2019 03:00:00,,,,
260,260,1003.17,27.21,3.1,23.75,90.32,,92.66,8.43,31.548,44.69,264.64,8.56,236.63,4.18,21.44,0.68,46.66,25/4/2019 04:00:00,,,,
261,261,1003.6,27.21,2.77,23.78,89.11,,91.93,10.47,29.1,41.36,264.64,9.37,232.82,4.65,22.97,0.68,43.92,25/4/2019 05:00:00,,,,
262,262,1005.68,27.22,2.81,24.41,89.11,6.52,92.81,10.77,28.296,40.05,265.0,9.26,270.98,4.52,23.1,0.52,44.49,25/4/2019 06:00:00,,,,
263,263,1007.83,27.7,10.54,29.83,87.8,61.96,105.1,15.32,40.392,47.14,265.0,10.18,362.58,4.83,20.17,0.74,58.11,25/4/2019 07:00:00,,,,
264,264,1007.32,28.44,14.21,28.44,85.75,169.25,112.91,16.53,39.168,39.6,265.0,9.65,377.85,4.65,24.64,1.19,55.62,25/4/2019 08:00:00,,,,
265,265,1009.37,29.27,9.26,24.95,82.6,265.83,126.25,13.4,24.984,24.96,265.0,8.6,362.58,4.12,36.66,1.96,46.18,25/4/2019 09:00:00,,,,
266,266,1008.36,29.86,4.1,21.39,78.48,311.17,140.44,4.51,11.46,11.69,264.62,7.47,328.23,3.6,50.25,2.69,38.43,25/4/2019 10:00:00,,,,
267,267,1008.29,30.21,4.13,22.48,77.48,289.2,141.98,3.53,12.54,13.32,264.62,7.79,332.05,3.71,55.04,2.64,40.0,25/4/2019 11:00:00,,,,
268,268,1009.23,30.56,3.75,22.89,77.06,364.02,134.6,3.39,11.088,11.62,265.0,8.31,354.95,4.02,58.37,2.22,43.06,25/4/2019 12:00:00,,,,
269,269,1008.4,30.63,2.88,22.14,77.14,285.66,132.11,3.84,8.364,8.68,265.0,8.46,332.05,4.24,61.36,2.13,41.73,25/4/2019 13:00:00,,,,
270,270,1007.79,30.45,2.7,22.13,78.0,244.57,133.06,4.22,8.184,8.69,265.0,8.12,320.6,4.13,59.27,2.18,41.65,25/4/2019 14:00:00,,,,
271,271,1007.02,30.83,2.89,24.99,76.49,344.72,131.54,5.77,9.108,9.86,265.0,8.46,343.5,4.27,59.7,2.2,47.6,25/4/2019 15:00:00,,,,
272,272,1006.3,30.87,3.46,26.05,74.91,292.41,133.33,6.68,11.808,13.21,265.0,8.74,332.05,4.33,61.02,2.47,47.64,25/4/2019 16:00:00,,,,
273,273,1005.92,30.4,4.08,25.4,75.99,187.23,138.41,6.15,14.64,16.69,265.0,8.15,366.4,4.07,56.49,2.82,45.0,25/4/2019 17:00:00,,,,
274,274,1005.9,29.77,3.09,23.8,78.33,78.9,139.99,6.38,15.72,19.91,265.0,8.28,404.57,4.16,50.93,2.68,45.41,25/4/2019 18:00:00,,,,
275,275,1006.43,29.06,2.17,26.03,80.52,17.86,134.99,8.57,19.872,27.82,265.0,8.47,412.2,4.14,43.45,1.98,47.83,25/4/2019 19:00:00,,,,
276,276,1005.62,28.51,3.31,28.4,82.76,,121.76,12.39,34.356,48.77,264.64,9.0,419.83,4.27,30.72,1.28,53.73,25/4/2019 20:00:00,,,,
277,277,1006.15,28.07,9.47,31.41,85.95,,107.06,16.37,58.272,76.8,264.64,10.24,408.38,4.88,16.06,0.93,59.08,25/4/2019 21:00:00,,,,
278,278,1006.52,27.65,7.83,26.64,88.22,,100.49,16.3,49.236,65.16,264.63,9.45,400.75,4.63,17.14,0.8,47.7,25/4/2019 22:00:00,,,,
279,279,1005.56,27.69,3.06,25.05,87.72,,98.95,9.9,22.428,30.45,264.26,9.07,354.95,4.65,29.21,0.69,44.69,25/4/2019 23:00:00,,,,
280,280,1008.16,27.76,2.33,22.48,87.92,,108.31,6.74,14.88,19.74,265.0,8.53,282.43,4.39,34.47,0.75,39.58,26/4/2019 00:00:00,,,,
281,281,1007.8,27.57,1.68,19.01,89.18,,107.86,5.75,12.312,16.71,265.0,7.44,244.27,3.74,35.65,0.66,32.84,26/4/2019 01:00:00,,,,
282,282,1007.47,27.6,1.97,18.64,89.62,,94.78,7.4,11.328,14.72,265.0,7.23,248.08,3.61,37.66,0.66,34.24,26/4/2019 02:00:00,,,,
283,283,1007.01,27.72,2.28,18.65,89.2,,93.8,6.99,12.828,16.62,265.0,7.55,236.63,3.71,37.98,0.67,34.59,26/4/2019 03:00:00,,,,
284,284,1006.66,27.79,2.1,21.32,88.21,,91.11,7.48,20.484,28.88,265.0,7.96,225.18,3.87,34.82,0.65,39.58,26/4/2019 04:00:00,,,,
285,285,1005.37,27.78,2.94,20.66,87.51,,104.98,9.32,19.644,26.28,265.0,7.69,251.9,3.8,36.42,0.71,39.55,26/4/2019 05:00:00,,,,
286,286,1005.71,27.61,4.79,23.11,87.83,3.03,124.08,19.38,32.712,43.93,265.0,8.25,366.4,4.13,27.93,0.95,44.23,26/4/2019 06:00:00,,,,
287,287,1006.5,27.63,4.68,30.04,87.24,21.72,95.23,13.84,28.788,37.95,265.0,8.69,492.35,4.23,31.09,0.71,65.72,26/4/2019 07:00:00,,,,
288,288,1008.76,28.26,8.93,34.45,85.34,77.96,103.3,18.51,35.964,42.69,265.0,9.32,576.32,4.53,31.26,0.81,78.63,26/4/2019 08:00:00,,,,
289,289,1009.33,29.07,19.22,30.67,83.14,303.38,130.32,26.34,50.568,49.77,265.0,9.46,477.08,4.64,31.76,1.8,62.17,26/4/2019 09:00:00,,,,
290,290,1008.24,29.92,22.7,27.33,79.94,396.06,139.57,27.91,51.168,45.36,265.0,8.86,393.12,4.27,41.21,2.34,54.79,26/4/2019 10:00:00,,,,
291,291,1008.23,30.19,4.84,19.63,78.73,381.13,141.15,8.76,15.42,16.75,265.0,6.82,320.6,3.28,61.13,2.69,40.09,26/4/2019 11:00:00,,,,
292,292,1009.34,30.3,3.81,19.79,78.72,391.12,143.89,4.58,12.492,13.73,265.0,6.97,305.33,3.33,63.67,2.69,38.69,26/4/2019 12:00:00,,,,
293,293,1008.75,30.52,3.51,18.17,78.47,443.5,140.63,3.31,9.612,9.67,265.0,6.91,286.25,3.26,64.42,2.71,31.77,26/4/2019 13:00:00,,,,
294,294,1006.27,30.56,3.51,17.7,78.21,436.01,136.23,3.12,8.124,7.34,265.0,6.54,278.62,3.13,63.34,3.1,29.56,26/4/2019 14:00:00,,,,
295,295,1005.6,30.02,3.47,19.56,80.35,310.16,136.15,3.69,9.708,9.89,265.0,6.4,282.43,3.07,58.75,3.3,36.65,26/4/2019 15:00:00,,,,
296,296,1006.46,29.47,3.68,18.83,82.48,203.33,137.05,5.26,11.196,11.91,265.0,6.26,305.33,3.04,56.15,3.47,36.24,26/4/2019 16:00:00,,,,
297,297,1004.69,29.28,3.42,19.9,82.44,145.9,136.06,5.09,12.0,13.56,264.63,6.46,324.42,3.13,52.48,3.08,39.55,26/4/2019 17:00:00,,,,
298,298,1004.76,29.07,2.98,20.79,82.12,54.51,136.86,5.18,14.016,17.4,264.63,6.88,347.32,3.32,47.97,2.59,43.47,26/4/2019 18:00:00,,,,
299,299,1006.94,28.8,2.88,22.09,82.59,9.62,133.02,5.27,17.832,23.53,265.0,7.19,366.4,3.52,42.26,1.91,45.13,26/4/2019 19:00:00,,,,
300,300,1006.66,28.37,3.69,21.69,83.57,,130.01,5.44,23.424,31.06,265.0,7.15,393.12,3.44,35.44,1.37,44.86,26/4/2019 20:00:00,,,,
301,301,1007.98,28.19,8.43,21.53,85.49,,162.15,7.91,31.38,36.25,265.0,7.54,461.82,3.62,30.85,1.25,40.15,26/4/2019 21:00:00,,,,
302,302,1010.49,27.84,9.31,24.0,89.07,,163.89,7.02,36.924,43.6,265.0,8.74,526.7,4.33,25.18,1.0,48.45,26/4/2019 22:00:00,,,,
303,303,1008.56,27.12,6.83,19.7,92.51,,108.53,6.46,34.02,42.83,265.0,7.36,419.83,3.58,21.81,1.01,37.86,26/4/2019 23:00:00,,,,
304,304,1004.94,26.86,3.53,13.73,91.1,,120.37,9.83,22.944,30.55,264.26,6.1,305.33,3.08,26.13,1.2,23.5,27/4/2019 00:00:00,,,,
305,305,1007.75,26.75,6.41,18.9,91.61,,115.19,20.58,43.884,58.95,264.63,7.1,290.07,3.55,14.72,0.77,33.7,27/4/2019 01:00:00,,,,
306,306,1009.5,26.91,20.62,24.28,90.8,,115.66,20.14,63.072,67.21,265.0,7.97,312.97,3.8,11.35,0.59,46.63,27/4/2019 02:00:00,,,,
307,307,1005.92,27.12,8.8,23.01,90.87,,107.6,14.69,40.44,49.88,264.63,7.45,400.75,3.49,19.35,0.77,42.79,27/4/2019 03:00:00,,,,
308,308,1004.73,26.97,3.13,17.79,92.89,,125.86,11.78,22.368,30.22,264.63,6.87,324.42,3.39,25.96,0.95,30.57,27/4/2019 04:00:00,,,,
309,309,1007.52,26.9,11.21,19.38,93.12,,86.74,16.78,49.14,59.77,265.0,7.73,305.33,3.84,15.85,0.65,33.01,27/4/2019 05:00:00,,,,
310,310,1004.93,26.88,13.09,20.78,91.23,4.58,90.72,21.1,54.408,65.21,265.0,7.97,328.23,3.95,18.39,0.56,35.95,27/4/2019 06:00:00,,,,
311,311,1006.54,26.8,12.86,28.07,90.85,29.66,151.92,22.43,48.984,57.04,265.0,9.05,480.9,4.24,22.08,0.83,52.76,27/4/2019 07:00:00,,,,
312,312,1009.09,27.39,45.04,39.66,87.03,217.73,222.96,27.16,87.576,68.18,265.0,11.78,1103.02,5.43,21.93,1.48,85.3,27/4/2019 08:00:00,,,,
